ITEM_CODE,date,scripts,cost,cost_per_script,DRUG_NAME,FORM/STRENGTH
05061J,2025-12-01,7285,503606.13,69.12918737131092,APIXABAN,Tablet 2.5 mg
05061J,2026-01-01,5934,409968.75,69.08809403437816,APIXABAN,Tablet 2.5 mg
05061J,2026-02-01,6099,420425.3,68.93348089850795,APIXABAN,Tablet 2.5 mg
05061J,2026-03-01,6812,470223.63,69.0287184380505,APIXABAN,Tablet 2.5 mg
05061J,2026-04-01,6518,449904.43999999994,69.0249217551396,APIXABAN,Tablet 2.5 mg
05061J,2026-05-01,6606,454992.52,68.87564638207691,APIXABAN,Tablet 2.5 mg
05061J,2026-06-01,6623,456822.73,68.97519704061604,APIXABAN,Tablet 2.5 mg
05295Q,2022-07-01,1818,65180.7,35.8529702970297,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2022-08-01,2035,72952.27,35.84878132678133,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2022-09-01,1934,69338.14,35.85219234746639,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2022-10-01,1826,65467.420000000006,35.8529134720701,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2022-11-01,1811,64920.649999999994,35.84795692987299,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2022-12-01,1810,64886.12,35.84868508287293,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-01-01,3295,118090.92,35.83942943854325,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-02-01,3053,109417.17,35.83923026531281,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-03-01,3531,126551.04000000001,35.84,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-04-01,2992,107233.28,35.839999999999996,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-05-01,3892,139489.28,35.839999999999996,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-06-01,3449,123612.16,35.84,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-07-01,3352,122984.87999999999,36.69,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-08-01,3740,137220.6,36.690000000000005,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-09-01,3361,123315.09,36.69,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-10-01,3564,130763.16,36.69,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-11-01,3641,133588.29,36.690000000000005,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2023-12-01,3152,115646.88,36.690000000000005,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-01-01,3622,132891.18,36.69,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-02-01,3303,121187.07,36.690000000000005,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-03-01,3363,123416.79000000001,36.69842105263158,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-04-01,1943,45986.950000000004,23.66801338136902,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-05-01,1948,46103.8,23.667248459958934,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-06-01,1697,40166.25,23.668974661166764,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-07-01,1938,46778.21,24.13736326109391,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-08-01,1857,44821.04,24.136262789445343,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-09-01,1768,42674.61,24.137222850678732,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-10-01,1870,45136.3,24.137058823529415,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-11-01,1787,43131.44,24.13622831561276,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2024-12-01,1772,42772.54,24.138002257336343,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-01-01,1742,42041.69,24.13415040183697,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-02-01,1653,39892.11,24.133157894736843,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-03-01,1741,42021.92,24.136657093624354,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-04-01,1641,39602.670000000006,24.133254113345526,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-05-01,1808,43633.61,24.133633849557523,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-06-01,1708,41217.26,24.13188524590164,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-07-01,1906,46626.86000000001,24.46320041972718,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-08-01,1732,42368.12,24.46196304849885,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-09-01,1815,44395.99,24.460600550964188,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-10-01,1897,46415.69,24.467944122298366,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-11-01,1645,40248.369999999995,24.467094224924008,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2025-12-01,1798,43992.18,24.467285873192438,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2026-01-01,1624,39721.1,24.458805418719212,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2026-02-01,1606,39278.25000000001,24.457191780821923,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2026-03-01,1730,42305.100000000006,24.453815028901737,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2026-04-01,1660,40595.799999999996,24.455301204819275,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2026-05-01,1779,43504.8,24.454637436762226,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
05295Q,2026-06-01,1831,44777.299999999996,24.455106499180772,PALONOSETRON,Injection 250 micrograms (as hydrochloride) in 5 mL
08639Q,2022-07-01,2697,226049.06,83.81500185391175,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2022-08-01,2744,230624.93000000002,84.0469861516035,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2022-09-01,2641,221899.43,84.02098826202196,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2022-10-01,2799,231915.55,82.8565737763487,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2022-11-01,2854,233607.29,81.85258934828312,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2022-12-01,2931,243193.3,82.97280791538724,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-01-01,2852,232119.52,81.38833099579243,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-02-01,3050,245045.53000000003,80.34279672131149,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-03-01,3308,266380.3,80.52608827085852,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-04-01,2950,239595.5,81.21881355932203,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-05-01,3463,277845.82999999996,80.23269708345364,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-06-01,3117,256581.77,82.31689765800449,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-07-01,3300,272538.71,82.58748787878788,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-08-01,3322,271155.23,81.62409090909091,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-09-01,3092,256368.08000000002,82.91335058214749,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-10-01,3257,267531.31,82.14040835124348,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-11-01,2959,242368.07,81.90877661372086,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2023-12-01,2951,249611.19,84.58528973229414,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-01-01,2609,221959.11000000002,85.07440015331545,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-02-01,2641,222435.44,84.22394547519879,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-03-01,2858,238104.32,83.31151854443667,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-04-01,3037,252606.12,83.17620019756339,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-05-01,3047,253864.25,83.31613062028225,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-06-01,2867,236011.92,82.32016742239274,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-07-01,2938,242871.58,82.66561606535058,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-08-01,3057,256191.46000000002,83.80486097481192,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-09-01,2756,231402.15,83.9630442670537,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-10-01,3115,258795.16,83.08030818619582,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-11-01,3093,258539.25,83.58850630455868,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2024-12-01,2913,248691.66999999998,85.3730415379334,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-01-01,2744,230151.86,83.87458454810495,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-02-01,2688,219422.91999999998,81.63055059523809,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-03-01,3117,261783.28,83.98565287135065,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-04-01,2831,195917.28,69.20426704344754,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-05-01,3011,205258.4,68.16951179010296,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-06-01,2895,197716.43,68.29583074265976,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-07-01,3030,211188.05000000002,69.69902640264027,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-08-01,3178,218970.07,68.90184707363122,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-09-01,2992,205823.11,68.79114639037432,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-10-01,3090,213605.84000000003,69.12810355987055,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-11-01,2940,203592.09,69.24901020408163,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2025-12-01,3185,220794.34,69.32318367346939,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2026-01-01,2562,176904.16999999998,69.04924668227946,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2026-02-01,2600,175529.55,67.51136538461537,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2026-03-01,3254,215752.29000000004,66.30371542716658,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2026-04-01,3016,180915.41,59.98521551724138,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2026-05-01,3161,190439.45,60.2465833596963,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08639Q,2026-06-01,3022,184944.99,61.19953342157511,ENOXAPARIN SODIUM,"Injection containing enoxaparin sodium 40 mg (4,000 I.U. anti-Xa) in 0.4 mL pre-filled syringe"
08717T,2022-07-01,11519,768877.9,66.7486674190468,ARIPIPRAZOLE,Tablet 10 mg
08717T,2022-08-01,12141,810922.0900000001,66.792034428795,ARIPIPRAZOLE,Tablet 10 mg
08717T,2022-09-01,11829,790122.15,66.79534618310932,ARIPIPRAZOLE,Tablet 10 mg
08717T,2022-10-01,11672,677702.74,58.06226353666895,ARIPIPRAZOLE,Tablet 10 mg
08717T,2022-11-01,11979,695648.31,58.07231905835212,ARIPIPRAZOLE,Tablet 10 mg
08717T,2022-12-01,12928,752206.59,58.184296874999994,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-01-01,10710,622779.8,58.14937441643325,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-02-01,10684,621329.01,58.15509266192437,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-03-01,12145,705452.22,58.08581473857554,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-04-01,11020,639644.64,58.04397822141561,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-05-01,12370,718903.06,58.116658043654006,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-06-01,12108,703838.14,58.13000825900232,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-07-01,12042,709421.53,58.91226789569839,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-08-01,12934,762253.99,58.93412633369414,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-09-01,12002,706670.32,58.87938010331611,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-10-01,12490,735382.52,58.87770376301041,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-11-01,12673,746289.55,58.88815197664326,ARIPIPRAZOLE,Tablet 10 mg
08717T,2023-12-01,13205,777319.14,58.86551609238925,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-01-01,11548,679543.01,58.84508226532733,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-02-01,11743,690189.85,58.77457634335349,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-03-01,12399,729763.53,58.85664408420034,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-04-01,12350,541769.49,43.86797489878543,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-05-01,13075,574275.49,43.92164359464627,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-06-01,12083,530521.0499999999,43.906401555904985,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-07-01,13260,587968.37,44.341506033182505,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-08-01,12885,570893.92,44.30686224291812,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-09-01,12416,550669.0499999999,44.35156652706185,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-10-01,13422,594664.23,44.305187751452834,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-11-01,12842,568107.94,44.238275969475154,ARIPIPRAZOLE,Tablet 10 mg
08717T,2024-12-01,14184,627746.75,44.25738508178229,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-01-01,12245,543065.77,44.35000163331972,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-02-01,11901,526574.52,44.24624149231157,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-03-01,13056,577444.1799999999,44.22826133578431,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-04-01,12821,567911.3400000001,44.2954012947508,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-05-01,13865,613646.52,44.258674359899025,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-06-01,13165,583149.27,44.295424990505126,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-07-01,14312,638001.5499999999,44.57808482392397,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-08-01,13736,612395.75,44.583266598718694,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-09-01,13950,622002.02,44.58795842293907,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-10-01,14548,648560.4,44.58072587297223,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-11-01,13869,617406.6,44.517023577763354,ARIPIPRAZOLE,Tablet 10 mg
08717T,2025-12-01,15828,706127.89,44.612578342178416,ARIPIPRAZOLE,Tablet 10 mg
08717T,2026-01-01,13169,586852.0499999999,44.5631445060369,ARIPIPRAZOLE,Tablet 10 mg
08717T,2026-02-01,12946,577383.6900000001,44.59938900046347,ARIPIPRAZOLE,Tablet 10 mg
08717T,2026-03-01,14943,665366.03,44.52693769658034,ARIPIPRAZOLE,Tablet 10 mg
08717T,2026-04-01,13978,548613.5,39.24835455716126,ARIPIPRAZOLE,Tablet 10 mg
08717T,2026-05-01,14671,575504.58,39.22735873491923,ARIPIPRAZOLE,Tablet 10 mg
08717T,2026-06-01,14975,587246.78,39.21514390651085,ARIPIPRAZOLE,Tablet 10 mg
08718W,2022-07-01,4494,406458.53,90.44471072541167,ARIPIPRAZOLE,Tablet 15 mg
08718W,2022-08-01,4727,428515.19,90.6526740004231,ARIPIPRAZOLE,Tablet 15 mg
08718W,2022-09-01,4552,412814.91,90.68868848857645,ARIPIPRAZOLE,Tablet 15 mg
08718W,2022-10-01,4611,358726.79,77.79804597701148,ARIPIPRAZOLE,Tablet 15 mg
08718W,2022-11-01,4707,366508.30000000005,77.86452092628002,ARIPIPRAZOLE,Tablet 15 mg
08718W,2022-12-01,5043,393983.2,78.1247670037676,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-01-01,4306,335963.8,78.02224802601022,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-02-01,4263,333371.41,78.20112831339432,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-03-01,4909,383150.23,78.05056630678345,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-04-01,4360,339779.48000000004,77.93107339449543,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-05-01,4942,384885.71,77.88055645487657,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-06-01,4695,366485.0,78.05857294994675,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-07-01,4763,376179.02,78.9794289313458,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-08-01,4975,391482.12,78.68987336683416,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-09-01,4688,368803.04,78.669590443686,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-10-01,4837,380755.89,78.7173640686376,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-11-01,4849,382113.59,78.80255516601362,ARIPIPRAZOLE,Tablet 15 mg
08718W,2023-12-01,5109,402044.43999999994,78.69337247993735,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-01-01,4531,357771.41000000003,78.96080556168617,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-02-01,4597,361398.87,78.61624320208831,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-03-01,4882,383056.05,78.46293527242933,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-04-01,4877,278747.92000000004,57.155612056592176,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-05-01,5193,296623.05,57.11978625072212,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-06-01,4710,269079.16,57.12933333333333,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-07-01,5178,297976.68,57.54667439165701,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-08-01,5055,291217.1,57.609713155291786,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-09-01,4932,284557.66,57.696200324412,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-10-01,5386,310296.32,57.61164500557,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-11-01,5083,292937.91,57.6309089120598,ARIPIPRAZOLE,Tablet 15 mg
08718W,2024-12-01,5501,317001.03,57.62607344119252,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-01-01,4797,276157.15,57.56872003335418,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-02-01,4752,273494.06,57.55346380471381,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-03-01,5124,294332.56,57.44195160031226,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-04-01,4976,286214.55000000005,57.51900120578779,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-05-01,5401,310184.26,57.43089427883726,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-06-01,5178,297782.01,57.509078794901505,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-07-01,5564,320926.08,57.67902228612509,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-08-01,5298,306110.64999999997,57.77852963382408,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-09-01,5378,310386.88,57.71418371141689,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-10-01,5667,327286.17000000004,57.752985706723145,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-11-01,5308,305403.72000000003,57.536495855312744,ARIPIPRAZOLE,Tablet 15 mg
08718W,2025-12-01,6203,357946.02,57.70530710946316,ARIPIPRAZOLE,Tablet 15 mg
08718W,2026-01-01,5075,292609.09,57.65696354679803,ARIPIPRAZOLE,Tablet 15 mg
08718W,2026-02-01,5074,292726.87,57.69153921955065,ARIPIPRAZOLE,Tablet 15 mg
08718W,2026-03-01,5768,333199.97,57.76698509015256,ARIPIPRAZOLE,Tablet 15 mg
08718W,2026-04-01,5281,264640.6,50.111834879757616,ARIPIPRAZOLE,Tablet 15 mg
08718W,2026-05-01,5551,278042.69,50.08875698072419,ARIPIPRAZOLE,Tablet 15 mg
08718W,2026-06-01,5593,280688.65,50.18570534596818,ARIPIPRAZOLE,Tablet 15 mg
08719X,2022-07-01,4501,487068.21,108.21333259275717,ARIPIPRAZOLE,Tablet 20 mg
08719X,2022-08-01,4796,519520.76000000007,108.32376146788992,ARIPIPRAZOLE,Tablet 20 mg
08719X,2022-09-01,4661,503728.37,108.07302510190947,ARIPIPRAZOLE,Tablet 20 mg
08719X,2022-10-01,4692,436102.69,92.94601236146633,ARIPIPRAZOLE,Tablet 20 mg
08719X,2022-11-01,4704,436488.76,92.79097789115646,ARIPIPRAZOLE,Tablet 20 mg
08719X,2022-12-01,4976,462175.56,92.88094051446946,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-01-01,4263,395728.5,92.8286418015482,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-02-01,4209,391803.03,93.08696364932288,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-03-01,4874,451919.89999999997,92.72053754616331,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-04-01,4373,406864.97000000003,93.04024010976447,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-05-01,5007,464056.29,92.68150389454763,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-06-01,4738,440601.24,92.99308569016462,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-07-01,4707,441614.77,93.82085617165923,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-08-01,5058,473924.66000000003,93.69803479636221,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-09-01,4621,432233.33,93.53675178532785,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-10-01,4974,466604.0,93.8086047446723,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-11-01,4891,457792.3,93.59891637701901,ARIPIPRAZOLE,Tablet 20 mg
08719X,2023-12-01,5174,483194.8,93.38902203324314,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-01-01,4639,433586.03,93.46540849320975,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-02-01,4633,432893.13,93.4368940211526,ARIPIPRAZOLE,Tablet 20 mg
